analysisId,exposureId,outcomeId,outcomeSubjects,outcomeEvents,outcomeObsPeriods,rr(vaccine 0),ci95lb(vaccine 0),ci95ub(vaccine 0),logRr(vaccine 0),seLogRr(vaccine 0),llr1(vaccine 0),llr2(vaccine 0),llr3(vaccine 0),llr4(vaccine 0),llr5(vaccine 0),llr6(vaccine 0),llr7(vaccine 0),llr8(vaccine 0),llr9(vaccine 0),llr10(vaccine 0),llr11(vaccine 0),rr(post-vaccine 21d day 1-7),ci95lb(post-vaccine 21d day 1-7),ci95ub(post-vaccine 21d day 1-7),logRr(post-vaccine 21d day 1-7),seLogRr(post-vaccine 21d day 1-7),llr1(post-vaccine 21d day 1-7),llr2(post-vaccine 21d day 1-7),llr3(post-vaccine 21d day 1-7),llr4(post-vaccine 21d day 1-7),llr5(post-vaccine 21d day 1-7),llr6(post-vaccine 21d day 1-7),llr7(post-vaccine 21d day 1-7),llr8(post-vaccine 21d day 1-7),llr9(post-vaccine 21d day 1-7),llr10(post-vaccine 21d day 1-7),llr11(post-vaccine 21d day 1-7),rr(post-vaccine 21d day 8-14),ci95lb(post-vaccine 21d day 8-14),ci95ub(post-vaccine 21d day 8-14),logRr(post-vaccine 21d day 8-14),seLogRr(post-vaccine 21d day 8-14),llr1(post-vaccine 21d day 8-14),llr2(post-vaccine 21d day 8-14),llr3(post-vaccine 21d day 8-14),llr4(post-vaccine 21d day 8-14),llr5(post-vaccine 21d day 8-14),llr6(post-vaccine 21d day 8-14),llr7(post-vaccine 21d day 8-14),llr8(post-vaccine 21d day 8-14),llr9(post-vaccine 21d day 8-14),llr10(post-vaccine 21d day 8-14),llr11(post-vaccine 21d day 8-14),rr(post-vaccine 21d day 15-),ci95lb(post-vaccine 21d day 15-),ci95ub(post-vaccine 21d day 15-),logRr(post-vaccine 21d day 15-),seLogRr(post-vaccine 21d day 15-),llr1(post-vaccine 21d day 15-),llr2(post-vaccine 21d day 15-),llr3(post-vaccine 21d day 15-),llr4(post-vaccine 21d day 15-),llr5(post-vaccine 21d day 15-),llr6(post-vaccine 21d day 15-),llr7(post-vaccine 21d day 15-),llr8(post-vaccine 21d day 15-),llr9(post-vaccine 21d day 15-),llr10(post-vaccine 21d day 15-),llr11(post-vaccine 21d day 15-),rr(Pre-exposure 21d),ci95lb(Pre-exposure 21d),ci95ub(Pre-exposure 21d),logRr(Pre-exposure 21d),seLogRr(Pre-exposure 21d),llr1(Pre-exposure 21d),llr2(Pre-exposure 21d),llr3(Pre-exposure 21d),llr4(Pre-exposure 21d),llr5(Pre-exposure 21d),llr6(Pre-exposure 21d),llr7(Pre-exposure 21d),llr8(Pre-exposure 21d),llr9(Pre-exposure 21d),llr10(Pre-exposure 21d),llr11(Pre-exposure 21d),rr(Pre-exposure 1yr),ci95lb(Pre-exposure 1yr),ci95ub(Pre-exposure 1yr),logRr(Pre-exposure 1yr),seLogRr(Pre-exposure 1yr),llr1(Pre-exposure 1yr),llr2(Pre-exposure 1yr),llr3(Pre-exposure 1yr),llr4(Pre-exposure 1yr),llr5(Pre-exposure 1yr),llr6(Pre-exposure 1yr),llr7(Pre-exposure 1yr),llr8(Pre-exposure 1yr),llr9(Pre-exposure 1yr),llr10(Pre-exposure 1yr),llr11(Pre-exposure 1yr),llr12(vaccine 0),rr(post-vaccine 21d no split),ci95lb(post-vaccine 21d no split),ci95ub(post-vaccine 21d no split),logRr(post-vaccine 21d no split),seLogRr(post-vaccine 21d no split),llr1(post-vaccine 21d no split),llr2(post-vaccine 21d no split),llr3(post-vaccine 21d no split),llr4(post-vaccine 21d no split),llr5(post-vaccine 21d no split),llr6(post-vaccine 21d no split),llr7(post-vaccine 21d no split),llr8(post-vaccine 21d no split),llr9(post-vaccine 21d no split),llr10(post-vaccine 21d no split),llr11(post-vaccine 21d no split),llr12(post-vaccine 21d no split),llr12(Pre-exposure 21d),ExposureGroup,rr(post-covid-19 90d),ci95lb(post-covid-19 90d),ci95ub(post-covid-19 90d),logRr(post-covid-19 90d),seLogRr(post-covid-19 90d),llr1(post-covid-19 90d),llr2(post-covid-19 90d),llr3(post-covid-19 90d)
1,1,1,52500,52500,52500,0.43309058878561857,0.07201998120360827,1.3376530589755347,-0.8368083608853963,0.7453525510300288,0.9438401803147372,0.9438401803147372,0.9438401803147372,0.9438401803147372,1.8481828000539053,0.25174086359356806,0.03181145189932977,2.6399626272567502,2.6399626272567502,2.6399626272567502,2.6399626272567502,0.6808043953193897,0.43425712886307927,1.0070888540177878,-0.3844802456342513,0.21459126553921226,0.9438401803147372,0.9438401803147372,0.9438401803147372,0.9438401803147372,1.8481828000539053,0.25174086359356806,0.03181145189932977,2.6399626272567502,2.6399626272567502,2.6399626272567502,2.6399626272567502,1.1305412022473738,0.7955240871119779,1.5488174331870652,0.12269645811099823,0.1699637980891464,0.9438401803147372,0.9438401803147372,0.9438401803147372,0.9438401803147372,1.8481828000539053,0.25174086359356806,0.03181145189932977,2.6399626272567502,2.6399626272567502,2.6399626272567502,2.6399626272567502,0.9528841973586396,0.6365534604408861,1.3601303162280103,-0.048261896500798804,0.1936942196764745,0.9438401803147372,0.9438401803147372,0.9438401803147372,0.9438401803147372,1.8481828000539053,0.25174086359356806,0.03181145189932977,2.6399626272567502,2.6399626272567502,2.6399626272567502,2.6399626272567502,0.7743748591408246,0.611372011399669,0.9644011236287988,-0.25569920849921535,0.11627807563983326,0.9438401803147372,0.9438401803147372,0.9438401803147372,0.9438401803147372,1.8481828000539053,0.25174086359356806,0.03181145189932977,2.6399626272567502,2.6399626272567502,2.6399626272567502,2.6399626272567502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SccsVax,NA,NA,NA,NA,NA,NA,NA,NA
1,1,2,5679,5679,5679,0.018297786080252346,NA,6.392037090393465,-4.000975205674521,NA,0.29634349581803576,0.29634349581803576,0.29634349581803576,0.29634349581803576,0.15810596014392786,0.18312266056982196,-0.0030973903420346005,0.1459192581264972,0.1459192581264972,0.1459192581264972,0.1459192581264972,1.4192872759123987,0.3512996625059184,3.703374691694927,0.35015482723842933,0.6008682255861775,0.29634349581803576,0.29634349581803576,0.29634349581803576,0.29634349581803576,0.15810596014392786,0.18312266056982196,-0.0030973903420346005,0.1459192581264972,0.1459192581264972,0.1459192581264972,0.1459192581264972,1.4588340999831695,0.3610926049366693,3.8063641461495794,0.3776375550446735,0.600851671233841,0.29634349581803576,0.29634349581803576,0.29634349581803576,0.29634349581803576,0.15810596014392786,0.18312266056982196,-0.0030973903420346005,0.1459192581264972,0.1459192581264972,0.1459192581264972,0.1459192581264972,1.0422426874788806,0.17239516860173792,3.2382842140184867,0.04137482166289291,0.7482304763234662,0.29634349581803576,0.29634349581803576,0.29634349581803576,0.29634349581803576,0.15810596014392786,0.18312266056982196,-0.0030973903420346005,0.1459192581264972,0.1459192581264972,0.1459192581264972,0.1459192581264972,0.7884925136997604,0.28130255325643105,1.7069383390132762,-0.23763236698079246,0.4599640151167873,0.29634349581803576,0.29634349581803576,0.29634349581803576,0.29634349581803576,0.15810596014392786,0.18312266056982196,-0.0030973903420346005,0.1459192581264972,0.1459192581264972,0.1459192581264972,0.1459192581264972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SccsVax,NA,NA,NA,NA,NA,NA,NA,NA
1,1,3,2774,2774,2774,0.018298236943395878,NA,10.407727694401759,-4.000950565666876,NA,0.1616032655420483,0.1616032655420483,0.1616032655420483,0.1616032655420483,1.2847436243598338,0.003953735025081784,-0.009670394947612238,0.09588063291486293,0.09588063291486293,0.09588063291486293,0.09588063291486293,0.01819398671200198,NA,1.486241581470355,-4.00666413993309,NA,0.1616032655420483,0.1616032655420483,0.1616032655420483,0.1616032655420483,1.2847436243598338,0.003953735025081784,-0.009670394947612238,0.09588063291486293,0.09588063291486293,0.09588063291486293,0.09588063291486293,0.7901624980208442,0.04373019434442913,3.5269547893995425,-0.23551666097584678,1.1199571361383414,0.1616032655420483,0.1616032655420483,0.1616032655420483,0.1616032655420483,1.2847436243598338,0.003953735025081784,-0.009670394947612238,0.09588063291486293,0.09588063291486293,0.09588063291486293,0.09588063291486293,0.8496334518982557,0.04700595387831427,3.7954800293688864,-0.1629502555663666,1.1202481102897113,0.1616032655420483,0.1616032655420483,0.1616032655420483,0.1616032655420483,1.2847436243598338,0.003953735025081784,-0.009670394947612238,0.09588063291486293,0.09588063291486293,0.09588063291486293,0.09588063291486293,0.7606388218784418,0.18615525442323017,1.9995543942789793,-0.27359664366715297,0.6056485281974228,0.1616032655420483,0.1616032655420483,0.1616032655420483,0.1616032655420483,1.2847436243598338,0.003953735025081784,-0.009670394947612238,0.09588063291486293,0.09588063291486293,0.09588063291486293,0.09588063291486293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SccsVax,NA,NA,NA,NA,NA,NA,NA,NA
1,1,4,618,618,618,0.002476369023027731,NA,63.86327470476413,-6.000961895270099,NA,0.028213964491325072,0.028213964491325072,0.028213964491325072,0.028213964491325072,0.7434448195663794,0.20477745588210539,0.18772834308974318,0.6383623905759581,0.6383623905759581,0.6383623905759581,0.6383623905759581,4.6507674583259995,0.262075389180976,21.21408739747331,1.5370322507821603,1.1208850180871346,0.028213964491325072,0.028213964491325072,0.028213964491325072,0.028213964491325072,0.7434448195663794,0.20477745588210539,0.18772834308974318,0.6383623905759581,0.6383623905759581,0.6383623905759581,0.6383623905759581,0.0024625122985994508,NA,9.445460145402748,-6.006573190575395,NA,0.028213964491325072,0.028213964491325072,0.028213964491325072,0.028213964491325072,0.7434448195663794,0.20477745588210539,0.18772834308974318,0.6383623905759581,0.6383623905759581,0.6383623905759581,0.6383623905759581,0.0024625204852803994,NA,10.30945229003112,-6.006569866057038,NA,0.028213964491325072,0.028213964491325072,0.028213964491325072,0.028213964491325072,0.7434448195663794,0.20477745588210539,0.18772834308974318,0.6383623905759581,0.6383623905759581,0.6383623905759581,0.6383623905759581,0.0024295321773491778,NA,3.0404156300444094,-6.020056559773351,NA,0.028213964491325072,0.028213964491325072,0.028213964491325072,0.028213964491325072,0.7434448195663794,0.20477745588210539,0.18772834308974318,0.6383623905759581,0.6383623905759581,0.6383623905759581,0.6383623905759581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SccsVax,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1,52500,52500,52500,0.5708357036060312,0.09490395471512697,1.763348568809912,-0.5606538452199508,0.7454485189930328,0.3821124671603684,0.3821124671603684,0.3821124671603684,0.3821124671603684,0.3838608153307632,2.1626863258461526e-5,0.10291917987444776,5.012883655939618,5.012883655939618,5.012883655939618,5.012883655939618,1.1825417977321464,0.8020097411521986,1.6688064792425983,0.1676661876786261,0.18692772385788867,0.3821124671603684,0.3821124671603684,0.3821124671603684,0.3821124671603684,0.3838608153307632,2.1626863258461526e-5,0.10291917987444776,5.012883655939618,5.012883655939618,5.012883655939618,5.012883655939618,0.9986556777922452,0.6499691886140893,1.4546051789291015,-0.0013452266194919774,0.20550500795283538,0.3821124671603684,0.3821124671603684,0.3821124671603684,0.3821124671603684,0.3838608153307632,2.1626863258461526e-5,0.10291917987444776,5.012883655939618,5.012883655939618,5.012883655939618,5.012883655939618,0.9069997038072319,0.5719175641808112,1.353627565926866,-0.09761315543019389,0.21978681697989527,0.3821124671603684,0.3821124671603684,0.3821124671603684,0.3821124671603684,0.3838608153307632,2.1626863258461526e-5,0.10291917987444776,5.012883655939618,5.012883655939618,5.012883655939618,5.012883655939618,0.6523833585403876,0.4842277197861322,0.8557857841010676,-0.4271229166225586,0.14527430238582462,0.3821124671603684,0.3821124671603684,0.3821124671603684,0.3821124671603684,0.3838608153307632,2.1626863258461526e-5,0.10291917987444776,5.012883655939618,5.012883655939618,5.012883655939618,5.012883655939618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SccsVax,NA,NA,NA,NA,NA,NA,NA,NA
1,2,2,5679,5679,5679,0.00673133392303798,NA,7.980054842213308,-5.000981949462202,NA,0.23980693126582509,0.23980693126582509,0.23980693126582509,0.23980693126582509,0.025062096804489897,0.15609517054695488,0.13753146902854496,1.1967338393873348,1.1967338393873348,1.1967338393873348,1.1967338393873348,1.1830388555423714,0.196086439796915,3.675076503493516,0.1680864293785673,0.7476600770327682,0.23980693126582509,0.23980693126582509,0.23980693126582509,0.23980693126582509,0.025062096804489897,0.15609517054695488,0.13753146902854496,1.1967338393873348,1.1967338393873348,1.1967338393873348,1.1967338393873348,0.5978548330730912,0.03401115220229885,2.6456390165501626,-0.5144073085594171,1.1107294488143102,0.23980693126582509,0.23980693126582509,0.23980693126582509,0.23980693126582509,0.025062096804489897,0.15609517054695488,0.13753146902854496,1.1967338393873348,1.1967338393873348,1.1967338393873348,1.1967338393873348,0.6152722730190238,0.03500102181924085,2.7224800788504657,-0.48569038879122484,1.110714614145508,0.23980693126582509,0.23980693126582509,0.23980693126582509,0.23980693126582509,0.025062096804489897,0.15609517054695488,0.13753146902854496,1.1967338393873348,1.1967338393873348,1.1967338393873348,1.1967338393873348,0.3943462413257889,0.06536768094194452,1.2248928473656135,-0.9305259704989176,0.7476108514268681,0.23980693126582509,0.23980693126582509,0.23980693126582509,0.23980693126582509,0.025062096804489897,0.15609517054695488,0.13753146902854496,1.1967338393873348,1.1967338393873348,1.1967338393873348,1.1967338393873348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SccsVax,NA,NA,NA,NA,NA,NA,NA,NA
1,2,3,2774,2774,2774,0.006731477573050728,NA,13.01100393939641,-5.000960609192705,NA,0.14725523204592506,0.14725523204592506,0.14725523204592506,0.14725523204592506,-1.5839239298642838e-4,-4.208078693608286e-4,-8.447150056269948e-4,0.9680082232158789,0.9680082232158789,0.9680082232158789,0.9680082232158789,0.9633033520268155,0.05479667953425278,4.273142344242868,-0.0373869094915962,1.111366122607015,0.14725523204592506,0.14725523204592506,0.14725523204592506,0.14725523204592506,-1.5839239298642838e-4,-4.208078693608286e-4,-8.447150056269948e-4,0.9680082232158789,0.9680082232158789,0.9680082232158789,0.9680082232158789,0.970777883632228,0.05521249811364203,4.306521438719656,-0.029657586979401174,1.1114225715493269,0.14725523204592506,0.14725523204592506,0.14725523204592506,0.14725523204592506,-1.5839239298642838e-4,-4.208078693608286e-4,-8.447150056269948e-4,0.9680082232158789,0.9680082232158789,0.9680082232158789,0.9680082232158789,0.9939391448500958,0.056535569672226456,4.408944491362596,-0.006079296684548884,1.1113777186739782,0.14725523204592506,0.14725523204592506,0.14725523204592506,0.14725523204592506,-1.5839239298642838e-4,-4.208078693608286e-4,-8.447150056269948e-4,0.9680082232158789,0.9680082232158789,0.9680082232158789,0.9680082232158789,0.3211010354844904,0.018265729300470396,1.424428662556117,-1.1359994530880988,1.1113723312801442,0.14725523204592506,0.14725523204592506,0.14725523204592506,0.14725523204592506,-1.5839239298642838e-4,-4.208078693608286e-4,-8.447150056269948e-4,0.9680082232158789,0.9680082232158789,0.9680082232158789,0.9680082232158789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SccsVax,NA,NA,NA,NA,NA,NA,NA,NA
1,2,4,618,618,618,0.006731493241559924,NA,82.74019269797297,-5.00095828154758,NA,0.020562889028017395,0.020562889028017395,0.020562889028017395,0.020562889028017395,0.16328681785586951,0.16328681860436234,0.15359256718694425,0.18599425574352324,0.18599425574352324,0.18599425574352324,0.18599425574352324,0.006692834213686088,NA,11.819310994725923,-5.006717845275587,NA,0.020562889028017395,0.020562889028017395,0.020562889028017395,0.020562889028017395,0.16328681785586951,0.16328681860436234,0.15359256718694425,0.18599425574352324,0.18599425574352324,0.18599425574352324,0.18599425574352324,0.0066927437601928454,NA,11.819310855192843,-5.006731360342837,NA,0.020562889028017395,0.020562889028017395,0.020562889028017395,0.020562889028017395,0.16328681785586951,0.16328681860436234,0.15359256718694425,0.18599425574352324,0.18599425574352324,0.18599425574352324,0.18599425574352324,0.006693983021230423,NA,12.560581351081698,-5.006546212612349,NA,0.020562889028017395,0.020562889028017395,0.020562889028017395,0.020562889028017395,0.16328681785586951,0.16328681860436234,0.15359256718694425,0.18599425574352324,0.18599425574352324,0.18599425574352324,0.18599425574352324,1.9963611057727733,0.1120872302275117,9.201486224711344,0.6913260762419968,1.1244703783972771,0.020562889028017395,0.020562889028017395,0.020562889028017395,0.020562889028017395,0.16328681785586951,0.16328681860436234,0.15359256718694425,0.18599425574352324,0.18599425574352324,0.18599425574352324,0.18599425574352324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SccsVax,NA,NA,NA,NA,NA,NA,NA,NA
1,3,1,52500,52500,52500,1.670487576118072,0.2776787809579345,5.163962093688993,0.5131155455634753,0.7456755463505086,0.22330863669455425,0.22330863669455425,0.22330863669455425,0.22330863669455425,0.11782151240225858,0.11752222351697128,0.3806558819490533,4.22026345335027,4.22026345335027,4.22026345335027,4.22026345335027,0.8366073542397043,0.359152135099676,1.6208497584207417,-0.17840042938429446,0.3844355741870525,0.22330863669455425,0.22330863669455425,0.22330863669455425,0.22330863669455425,0.11782151240225858,0.11752222351697128,0.3806558819490533,4.22026345335027,4.22026345335027,4.22026345335027,4.22026345335027,0.8367909790490935,0.35923289570793243,1.6212063161410672,-0.17818096602464673,0.3844343288668516,0.22330863669455425,0.22330863669455425,0.22330863669455425,0.22330863669455425,0.11782151240225858,0.11752222351697128,0.3806558819490533,4.22026345335027,4.22026345335027,4.22026345335027,4.22026345335027,1.3176614244864033,0.6833345760453178,2.261524398375427,0.2758585172573486,0.3053142263876191,0.22330863669455425,0.22330863669455425,0.22330863669455425,0.22330863669455425,0.11782151240225858,0.11752222351697128,0.3806558819490533,4.22026345335027,4.22026345335027,4.22026345335027,4.22026345335027,0.4772805460974638,0.25519270396000665,0.8023231196371422,-0.7396508140295787,0.2922228333058145,0.22330863669455425,0.22330863669455425,0.22330863669455425,0.22330863669455425,0.11782151240225858,0.11752222351697128,0.3806558819490533,4.22026345335027,4.22026345335027,4.22026345335027,4.22026345335027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SccsVax,NA,NA,NA,NA,NA,NA,NA,NA
1,3,2,5679,5679,5679,0.0067315855895033775,NA,29.742254477663277,-5.00094456285149,NA,0.061931134275738486,0.061931134275738486,0.061931134275738486,0.061931134275738486,0.45260899750202555,1.3943481275840952,3.067375941151248,0.12089250510705085,0.12089250510705085,0.12089250510705085,0.12089250510705085,0.0066934751034078855,NA,4.248849855954285,-5.006622092262997,NA,0.061931134275738486,0.061931134275738486,0.061931134275738486,0.061931134275738486,0.45260899750202555,1.3943481275840952,3.067375941151248,0.12089250510705085,0.12089250510705085,0.12089250510705085,0.12089250510705085,4.375674047232675,0.7202085816299453,13.796380194623977,1.4760605758812289,0.753233398298521,0.061931134275738486,0.061931134275738486,0.061931134275738486,0.061931134275738486,0.45260899750202555,1.3943481275840952,3.067375941151248,0.12089250510705085,0.12089250510705085,0.12089250510705085,0.12089250510705085,6.563499795690542,1.6122347000768904,17.427559671116867,1.8815239661331982,0.6072641211891052,0.061931134275738486,0.061931134275738486,0.061931134275738486,0.061931134275738486,0.45260899750202555,1.3943481275840952,3.067375941151248,0.12089250510705085,0.12089250510705085,0.12089250510705085,0.12089250510705085,1.4585539633464129,0.24006345489353384,4.598262842917873,0.3774455088502444,0.7532104181025776,0.061931134275738486,0.061931134275738486,0.061931134275738486,0.061931134275738486,0.45260899750202555,1.3943481275840952,3.067375941151248,0.12089250510705085,0.12089250510705085,0.12089250510705085,0.12089250510705085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SccsVax,NA,NA,NA,NA,NA,NA,NA,NA
